Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Protein families
Q71RR1	SL9B2_TRIST	reviewed	Snaclec coagulation factor IX/factor X-binding protein subunit B2 (IX/X-bp subunit B2)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	146	Snaclec family
Q71RR0	SL9B3_TRIST	reviewed	Snaclec coagulation factor IX/factor X-binding protein subunit B3 (IX/X-bp subunit B3) (Fragment)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	129	Snaclec family
Q9PS06	SL9B_BOTJA	reviewed	Snaclec coagulation factor IX/factor X-binding protein subunit B (IX/X-bp subunit B) (Fragment)		Bothrops jararaca (Jararaca) (Bothrops jajaraca)	30	Snaclec family
Q9PSM8	SL9B_ECHCA	reviewed	Snaclec coagulation factor IX/factor X-binding protein subunit B (IX/X-BP subunit B) (ECLV IX/X-BP subunit B)		Echis carinatus (Saw-scaled viper)	125	Snaclec family
P23807	SL9B_PROFL	reviewed	Snaclec coagulation factor IX/factor X-binding protein subunit B (IX/X-bp subunit B)		Protobothrops flavoviridis (Habu) (Trimeresurus flavoviridis)	146	Snaclec family
Q6X5S4	SL9_ECHCS	reviewed	Snaclec 9 (C-type lectin 9) (CTL-9)		Echis carinatus sochureki (Saw-scaled viper)	146	Snaclec family
Q8JIV9	SLA1_DEIAC	reviewed	Snaclec agglucetin subunit alpha-1 (Agkisacucetin subunit alpha)		Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus)	154	Snaclec family
B4XSY4	SLA1_MACLB	reviewed	Snaclec A1 (C-type lectin A1)		Macrovipera lebetina (Levantine viper) (Vipera lebetina)	156	Snaclec family
P81111	SLA1_TRIAB	reviewed	Snaclec alboaggregin-A subunit alpha (50-kDa alboaggregin) (Alboaggregin-A subunit 1) (AL-A subunit 1)		Trimeresurus albolabris (White-lipped pit viper) (Cryptelytrops albolabris)	131	Snaclec family
Q8AYA5	SLA2_DEIAC	reviewed	Snaclec agglucetin subunit alpha-2 (Antithrombin 1 chain A)		Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus)	158	Snaclec family
B4XSZ2	SLA2_MACLB	reviewed	Snaclec A2 (C-type lectin A2)		Macrovipera lebetina (Levantine viper) (Vipera lebetina)	156	Snaclec family
P81112	SLA2_TRIAB	reviewed	Snaclec alboaggregin-A subunit alpha' (Alboaggregin-A subunit 2) (AL-A subunit 2)		Trimeresurus albolabris (White-lipped pit viper) (Cryptelytrops albolabris)	134	Snaclec family
B4XSZ3	SLA3_MACLB	reviewed	Snaclec A3 (C-type lectin A3) (Fragment)		Macrovipera lebetina (Levantine viper) (Vipera lebetina)	156	Snaclec family
P81113	SLA3_TRIAB	reviewed	Snaclec alboaggregin-A subunit beta (Alboaggregin-A subunit 3) (AL-A subunit 3)		Trimeresurus albolabris (White-lipped pit viper) (Cryptelytrops albolabris)	125	Snaclec family
B4XSZ4	SLA4_MACLB	reviewed	Snaclec A4 (C-type lectin A4)		Macrovipera lebetina (Levantine viper) (Vipera lebetina)	156	Snaclec family
P81114	SLA4_TRIAB	reviewed	Snaclec alboaggregin-A subunit beta' (Alboaggregin-A subunit 4) (AL-A subunit 4)		Trimeresurus albolabris (White-lipped pit viper) (Cryptelytrops albolabris)	123	Snaclec family
B4XSZ5	SLA5_MACLB	reviewed	Snaclec A5 (C-type lectin A5)		Macrovipera lebetina (Levantine viper) (Vipera lebetina)	156	Snaclec family
B4XSZ6	SLA6_MACLB	reviewed	Snaclec A6 (C-type lectin A6)		Macrovipera lebetina (Levantine viper) (Vipera lebetina)	156	Snaclec family
B4XSZ7	SLA7_MACLB	reviewed	Snaclec A7 (C-type lectin A7)		Macrovipera lebetina (Levantine viper) (Vipera lebetina)	133	Snaclec family
B4XSZ8	SLA8_MACLB	reviewed	Snaclec A8 (C-type lectin A8) (Fragment)		Macrovipera lebetina (Levantine viper) (Vipera lebetina)	131	Snaclec family
B4XSZ9	SLA9_MACLB	reviewed	Snaclec A9 (C-type lectin A9)		Macrovipera lebetina (Levantine viper) (Vipera lebetina)	133	Snaclec family
Q56EB1	SLAA_BOTJA	reviewed	Snaclec bothrojaracin subunit alpha (BJC subunit alpha)		Bothrops jararaca (Jararaca) (Bothrops jajaraca)	155	Snaclec family
Q9DEF9	SLAA_DEIAC	reviewed	Snaclec anticoagulant protein subunit A (AaACP-A)		Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus)	152	Snaclec family
B4XSY5	SLAA_MACLB	reviewed	Snaclec A10 (C-type lectin A10)		Macrovipera lebetina (Levantine viper) (Vipera lebetina)	156	Snaclec family
Q8AV97	SLAA_PROFL	reviewed	Snaclec flavocetin-A subunit alpha (FL-A subunit alpha)		Protobothrops flavoviridis (Habu) (Trimeresurus flavoviridis)	158	Snaclec family
Q71RQ1	SLAA_TRIST	reviewed	Snaclec stejaggregin-A subunit alpha		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	158	Snaclec family
Q71RQ0	SLAB1_TRIST	reviewed	Snaclec stejaggregin-A subunit beta-1		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	148	Snaclec family
Q71RP9	SLAB2_TRIST	reviewed	Snaclec stejaggregin-A subunit beta-2		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	148	Snaclec family
Q71RP8	SLAB3_TRIST	reviewed	Snaclec stejaggregin-A subunit beta-3		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	148	Snaclec family
P0C8I9	SLAB_BOTAL	reviewed	Snaclec bothroalternin subunit alpha/beta (Bothrojaracin-like protein) (Fragment)		Bothrops alternatus (Urutu) (Rhinocerophis alternatus)	25	Snaclec family
Q56EB0	SLAB_BOTJA	reviewed	Snaclec bothrojaracin subunit beta (BJC subunit beta)		Bothrops jararaca (Jararaca) (Bothrops jajaraca)	150	Snaclec family
Q9DEF8	SLAB_DEIAC	reviewed	Snaclec anticoagulant protein subunit B (AaACP-B) (ACF 1/2 B-chain) (Agkisasin-b)		Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus)	146	Snaclec family
B4XSY6	SLAB_MACLB	reviewed	Snaclec A11 (C-type lectin A11)		Macrovipera lebetina (Levantine viper) (Vipera lebetina)	156	Snaclec family
Q8AV98	SLAB_PROFL	reviewed	Snaclec flavocetin-A subunit beta (FL-A subunit beta)		Protobothrops flavoviridis (Habu) (Trimeresurus flavoviridis)	148	Snaclec family
B4XSY7	SLAC_MACLB	reviewed	Snaclec A12 (C-type lectin A12)		Macrovipera lebetina (Levantine viper) (Vipera lebetina)	156	Snaclec family
B4XSY8	SLAD_MACLB	reviewed	Snaclec A13 (C-type lectin A13)		Macrovipera lebetina (Levantine viper) (Vipera lebetina)	131	Snaclec family
B4XSY9	SLAE_MACLB	reviewed	Snaclec A14 (C-type lectin A14)		Macrovipera lebetina (Levantine viper) (Vipera lebetina)	156	Snaclec family
B4XSZ0	SLAF_MACLB	reviewed	Snaclec A15 (C-type lectin A15)		Macrovipera lebetina (Levantine viper) (Vipera lebetina)	156	Snaclec family
B4XSZ1	SLAG_MACLB	reviewed	Snaclec A16 (C-type lectin A16)		Macrovipera lebetina (Levantine viper) (Vipera lebetina)	157	Snaclec family
P0DUN1	PA22_BOTHY	reviewed	Basic myotoxic phospholipase A2 PhTX-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Bothrocophias hyoprora (Amazonian hognose viper) (Porthidium hyoprora)	123	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P0C933	PA22_LACMU	reviewed	Phospholipase A2 2 (svPLA2) (EC 3.1.1.4) (LM-PLA2-II) (Phosphatidylcholine 2-acylhydrolase) (Fragment)		Lachesis muta muta (Bushmaster)	49	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
Q7ZTA6	PA2AB_CROVV	reviewed	Acidic phospholipase A2 Cvv-E6b (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Crotalus viridis viridis (Prairie rattlesnake)	138	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P0DKR3	PA2AA_PSEFE	reviewed	Acidic phospholipase A2 CbIalpha (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Pseudocerastes fieldi (Field's horned viper) (Pseudocerastes persicus fieldi)	122	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
Q6H3C9	PA2AC_TRIST	reviewed	Acidic phospholipase A2 Ts-A3 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	138	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
Q1RP78	PA2B2_VIPBN	reviewed	Basic phospholipase A2 chain HDP-2P (svPLA2) (EC 3.1.1.4) (Heterodimeric neurotoxic phospholipases A2 basic subunit 2) (Phosphatidylcholine 2-acylhydrolase)		Vipera berus nikolskii (Nikolsky's adder) (Vipera nikolskii)	138	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P20474	PA2B3_BOTAS	reviewed	Basic phospholipase A2 myotoxin I (MT-I) (svPLA2) (EC 3.1.1.4) (Myotoxic phospholipase) (Myotoxin III) (Phosphatidylcholine 2-acylhydrolase)		Bothrops asper (Terciopelo)	138	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P86806	PA2BA_CRODM	reviewed	Basic phospholipase A2 10 (svPLA2) (EC 3.1.1.4) (Cdc-10) (Phosphatidylcholine 2-acylhydrolase)		Crotalus durissus cumanensis (South American rattlesnake)	122	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P62022	PA2BC_CRODU	reviewed	Phospholipase A2 crotoxin basic subunit CBc (CB1) (CTX subunit CBc) (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Crotalus durissus terrificus (South American rattlesnake)	138	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
Q6EER2	PA2BB_SISTE	reviewed	Basic phospholipase A2 sistruxin B (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Sistrurus tergeminus (Western massasauga) (Sistrurus catenatus tergeminus)	138	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P04417	PA2B_GLOBL	reviewed	Basic phospholipase A2 (PA2-I) (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Gloydius blomhoffii (Mamushi) (Agkistrodon halys blomhoffi)	122	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
Q2YHJ8	PA2HB_TRIPE	reviewed	Basic phospholipase A2 homolog Tpu-K49b (svPLA2 homolog)		Trimeresurus puniceus (Flat-nosed pitviper)	138	Phospholipase A2 family, Group II subfamily, K49 sub-subfamily
P84776	PA2H_PROMB	reviewed	Basic phospholipase A2 homolog zhaoermiatoxin (svPLA2 homolog)		Protobothrops mangshanensis (Mangshan pitviper) (Zhaoermia mangshanensis)	121	Phospholipase A2 family, Group II subfamily, R49 sub-subfamily
P0C2D1	OXLA_BOTPI	reviewed	L-amino-acid oxidase (BpirLAAO-I) (LAO) (EC 1.4.3.2) (Fragment)		Bothrops pirajai (Piraja's lancehead)	49	Flavin monoamine oxidase family, FIG1 subfamily
A0A024BTN9	OXLA_BOTSC	reviewed	L-amino acid oxidase Bs29 (BsLAAO) (LAO) (EC 1.4.3.2) (Fragment)		Bothriechis schlegelii (Eyelash palm pitviper)	498	Flavin monoamine oxidase family, FIG1 subfamily
P0CAS7	PA2BG_CRODU	reviewed	Basic phospholipase A2 F17 (svPLA2) (EC 3.1.1.4) (CdtF17) (Phosphatidylcholine 2-acylhydrolase)		Crotalus durissus terrificus (South American rattlesnake)	121	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P0DJM8	PA2BI_GLOSA	reviewed	Basic phospholipase A2 intermexin (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Fragment)		Gloydius saxatilis (Rock mamushi) (Gloydius intermedius saxatilis)	23	Phospholipase A2 family, Group II subfamily
P81382	OXLA_CALRH	reviewed	L-amino-acid oxidase (LAO) (MPV-LAAO) (EC 1.4.3.2)		Calloselasma rhodostoma (Malayan pit viper) (Agkistrodon rhodostoma)	516	Flavin monoamine oxidase family, FIG1 subfamily
O93364	OXLA_CROAD	reviewed	L-amino-acid oxidase (LAAO) (LAO) (EC 1.4.3.2)		Crotalus adamanteus (Eastern diamondback rattlesnake)	516	Flavin monoamine oxidase family, FIG1 subfamily
Q71QE8	PA2BN_CROVV	reviewed	Basic phospholipase A2 Cvv-N6 (svPLA2) (EC 3.1.1.4) (Cvv myotoxin) (Phosphatidylcholine 2-acylhydrolase)		Crotalus viridis viridis (Prairie rattlesnake)	138	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P56742	OXLA_CROAT	reviewed	L-amino-acid oxidase apoxin-1 (LAAO) (LAO) (EC 1.4.3.2) (Apoxin I)		Crotalus atrox (Western diamondback rattlesnake)	516	Flavin monoamine oxidase family, FIG1 subfamily
C0HLF7	PA2B_OPHSH	reviewed	Basic phospholipase A2 sphenotoxin subunit B (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Fragments)		Ophryacus sphenophrys (Broad-horned pitviper) (Bothrops sphenophrys)	107	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P0DJM6	PA2B_PROMB	reviewed	Basic phospholipase A2 mangshantoxin (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Fragment)		Protobothrops mangshanensis (Mangshan pitviper) (Zhaoermia mangshanensis)	23	Phospholipase A2 family, Group II subfamily
P0DJM7	PA2B_PROTO	reviewed	Basic phospholipase A2 Pto-N6 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Fragment)		Protobothrops tokarensis (Tokara habu) (Trimeresurus tokarensis)	23	Phospholipase A2 family, Group II subfamily
Q6EER6	PA2B_SISMS	reviewed	Basic phospholipase A2 Sms-N6 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Sistrurus miliarius streckeri (Western pigmy rattlesnake)	122	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
Q2YHJ2	PA2B_TRIBO	reviewed	Basic phospholipase A2 Tbo-G6D49 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Trimeresurus borneensis (Borneo pit viper)	138	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
A8E2V9	PA2B_TRIGS	reviewed	Basic phospholipase A2 Tgc-K49 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Trimeresurus gracilis (Kikuchi habu)	136	Phospholipase A2 family, Group II subfamily, K49 sub-subfamily
Q2YHJ7	PA2B_TRIPE	reviewed	Basic phospholipase A2 Tpu-G6D49 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Trimeresurus puniceus (Flat-nosed pitviper)	138	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P14420	PA2B_VIPAE	reviewed	Basic phospholipase A2 vipoxin B chain (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Vipoxin toxic component)		Vipera ammodytes meridionalis (Eastern sand viper)	122	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P0C2D5	OXLA_PROFL	reviewed	L-amino-acid oxidase (LAAO) (LAO) (EC 1.4.3.2) (Apoxin I-like protein) (Okinawa Habu apoxin protein-1) (OHAP-1) (Fragment)		Protobothrops flavoviridis (Habu) (Trimeresurus flavoviridis)	30	Flavin monoamine oxidase family, FIG1 subfamily
P0C2D6	OXLA_PROMU	reviewed	L-amino-acid oxidase (LAAO) (TM-LAO) (EC 1.4.3.2) (Fragment)		Protobothrops mucrosquamatus (Taiwan habu) (Trimeresurus mucrosquamatus)	24	Flavin monoamine oxidase family, FIG1 subfamily
Q8JFG0	PA2B_VIPAP	reviewed	Basic phospholipase A2 vaspin B chain (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Vaspin toxic component)		Vipera aspis aspis (Aspic viper)	138	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
Q10755	PA2B_VIPAZ	reviewed	Basic phospholipase A2 B chain (svPLA2) (EC 3.1.1.4) (PLA2-I complex B chain) (Phosphatidylcholine 2-acylhydrolase)		Vipera aspis zinnikeri (Viper)	122	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P31854	PA2B_VIPBB	reviewed	Basic phospholipase A2 Pla2Vb (VbbPLA2) (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Vipera berus berus (Common viper)	138	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P31859	PA2B_VIPBE	reviewed	Basic phospholipase A2 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Fragment)		Vipera berus (Common European adder) (Coluber berus)	12	Phospholipase A2 family, Group II subfamily
Q2YHJ3	PA2A_TRIBO	reviewed	Acidic phospholipase A2 Tbo-E6 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Trimeresurus borneensis (Borneo pit viper)	138	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
A8E2V8	PA2A_TRIGS	reviewed	Acidic phospholipase A2 Tgc-E6 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Trimeresurus gracilis (Kikuchi habu)	139	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P0DM51	PA2B1_BOTPA	reviewed	Basic phospholipase A2 BnpTX-1 (BnPTx-I) (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Fragment)		Bothrops pauloensis (Neuwied's lancehead) (Bothrops neuwiedi pauloensis)	50	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P14418	PA2A_GLOHA	reviewed	Acidic phospholipase A2 (svPLA2) (EC 3.1.1.4) (APLA2) (Phosphatidylcholine 2-acylhydrolase)		Gloydius halys (Chinese water mocassin) (Agkistrodon halys)	124	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P84674	PA2B5_DABRR	reviewed	Basic phospholipase A2 VRV-PL-V (svPLA2) (EC 3.1.1.4) (P2-1) (P2-2) (P3) (Phosphatidylcholine 2-acylhydrolase)		Daboia russelii (Russel's viper) (Vipera russelii)	121	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
C0HJW8	PA2HA_BOTNI	reviewed	Phospholipase A2 homolog nigroviriditoxin acidic subunit A (Fragments)		Bothriechis nigroviridis (Black-speckled palm pit viper)	41	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P0DPS2	OXLA_TRIPP	reviewed	L-amino oxidase (CP-LAAO) (LAO) (EC 1.4.3.2) (Fragments)		Trimeresurus purpureomaculatus (Mangrove pit viper) (Cryptelytrops purpureomaculatus)	488	Flavin monoamine oxidase family, FIG1 subfamily
P0DJP5	PA2A_DABSI	reviewed	Acidic phospholipase A2 Drs-PLA2 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Fragment)		Daboia siamensis (Eastern Russel's viper) (Daboia russelii siamensis)	18	Phospholipase A2 family, Group II subfamily
Q2PG81	PA2B1_PROEL	reviewed	Basic phospholipase A2 PeBP(R)-I/II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Protobothrops elegans (Elegant pitviper) (Trimeresurus elegans)	137	Phospholipase A2 family, Group II subfamily, R49 sub-subfamily
P82893	PA2B2_TRIST	reviewed	Basic phospholipase A2 2 (svPLA2) (EC 3.1.1.4) (PLA2-II) (Phosphatidylcholine 2-acylhydrolase) (Fragment)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	70	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P84651	PA2A_LACST	reviewed	Acidic phospholipase A2 (svPLA2) (EC 3.1.1.4) (LSPA-1) (Phosphatidylcholine 2-acylhydrolase)		Lachesis stenophrys (Central American bushmaster)	122	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P0DQP9	PA2B1_BOTBZ	reviewed	Basic phospholipase A2 myotoxin-I (MTX-I) (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Fragments)		Bothrops brazili (Brazil's lancehead)	78	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
F8S0Z5	OXLA2_CROAD	reviewed	L-amino-acid oxidase (LAAO) (LAO) (EC 1.4.3.2)		Crotalus adamanteus (Eastern diamondback rattlesnake)	516	Flavin monoamine oxidase family, FIG1 subfamily
P0DI86	OXLA_BOTAL	reviewed	L-amino-acid oxidase (Balt-LAAO-I) (LAO) (EC 1.4.3.2) (Fragment)		Bothrops alternatus (Urutu) (Rhinocerophis alternatus)	18	Flavin monoamine oxidase family, FIG1 subfamily
P59071	PA2B8_DABRR	reviewed	Basic phospholipase A2 VRV-PL-VIIIa (svPLA2) (EC 3.1.1.4) (DPLA2) (P1) (Phosphatidylcholine 2-acylhydrolase) (Phospholipase A2 4) (PLA24)		Daboia russelii (Russel's viper) (Vipera russelii)	121	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
Q6H3D5	PA2HI_TRIST	reviewed	Basic phospholipase A2 homolog CTs-K49a (svPLA2 homolog) (PLA2-III)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	138	Phospholipase A2 family, Group II subfamily, K49 sub-subfamily
C0HJP9	PLA23_BOTDP	reviewed	Phospholipase A2 3 (BdsPLA2 III) (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Fragments)		Bothrops diporus (Chaco lancehead) (Bothrops neuwiedi diporus)	45	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
Q696W1	SLLC2_MACLB	reviewed	Snaclec coagulation factor X-activating enzyme light chain 2 (VL factor X activator light chain 2) (VLFXA light chain 2)	LC2	Macrovipera lebetina (Levantine viper) (Vipera lebetina)	158	Snaclec family
P81509	SLB_CROHD	reviewed	Snaclec CHH-B subunit beta		Crotalus horridus (Timber rattlesnake)	117	Snaclec family
Q7T247	SLB_ECHCA	reviewed	Snaclec echicetin subunit beta		Echis carinatus (Saw-scaled viper)	146	Snaclec family
Q71RQ7	SLBA_TRIST	reviewed	Snaclec stejaggregin-B subunit alpha		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	156	Snaclec family
B4XT00	SLB1_MACLB	reviewed	Snaclec B1 (C-type lectin B1)		Macrovipera lebetina (Levantine viper) (Vipera lebetina)	148	Snaclec family
Q71RQ9	SLBB1_TRIST	reviewed	Snaclec stejaggregin-B subunit beta-1		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	146	Snaclec family
P84037	SLB_MACLB	reviewed	Snaclec lebecetin subunit beta (Fragment)		Macrovipera lebetina (Levantine viper) (Vipera lebetina)	43	Snaclec family
Q7LZI6	SLB_PROTO	reviewed	Snaclec tokaracetin subunit beta (Fragment)		Protobothrops tokarensis (Tokara habu) (Trimeresurus tokarensis)	40	Snaclec family
P0C7K6	SVMI2_ATHNI	reviewed	Poly-His-poly-Gly peptide 2 (pHpG 2)		Atheris nitschei (Great lakes bush viper)	30	PHpG family
Q98996	PA2A_DABPA	reviewed	Acidic phospholipase A2 VpaPLA2 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Daboia palaestinae (Palestine viper) (Vipera palaestinae)	138	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
P0C8M1	PA2B1_BOTMO	reviewed	Basic phospholipase A2 BmTX-I (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Bothrops moojeni (Lance-headed viper) (Caissaca)	121	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
Q7LZQ4	PA2A_GLOUS	reviewed	Acidic phospholipase A2 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Gloydius ussuriensis (Ussuri mamushi) (Gloydius blomhoffii ussuriensis)	124	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
Q6TGQ9	OXLA_BOTJR	reviewed	L-amino-acid oxidase (BjsuLAAO) (BjussuLAAO-I) (LAO) (EC 1.4.3.2) (Fragment)		Bothrops jararacussu (Jararacussu)	497	Flavin monoamine oxidase family, FIG1 subfamily
B5U6Y8	OXLA_ECHOC	reviewed	L-amino-acid oxidase (LAAO) (LAO) (EC 1.4.3.2)		Echis ocellatus (Ocellated saw-scaled viper)	504	Flavin monoamine oxidase family, FIG1 subfamily
P00622	PA2B_BITCA	reviewed	Basic phospholipase A2 caudoxin (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)		Bitis caudalis (Horned adder) (Horned viper)	121	Phospholipase A2 family, Group II subfamily, D49 sub-subfamily
